date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:54	22172/22172	---M-Z	200	added ('OK')	text/css	etag:%22569c-581082ca-0;gz%22	https://themezinho.net/parada/css/style.css	G:/Work/Mivern/website1/themezinho.net/parada/css/style.css	(from https://themezinho.net/parada/index.html)
13:52:55	16657/16657	---M-Z	200	added ('OK')	text/html	etag:%224111-5810590b-0;gz%22	https://themezinho.net/parada/parada.html	G:/Work/Mivern/website1/themezinho.net/parada/parada.html	(from https://themezinho.net/parada/index.html)
13:52:55	11285/11285	---M-Z	200	added ('OK')	text/html	etag:%222c15-5810590b-0;gz%22	https://themezinho.net/parada/services.html	G:/Work/Mivern/website1/themezinho.net/parada/services.html	(from https://themezinho.net/parada/index.html)
13:52:55	12595/12595	---M-Z	200	added ('OK')	text/html	etag:%223133-5810590b-0;gz%22	https://themezinho.net/parada/works.html	G:/Work/Mivern/website1/themezinho.net/parada/works.html	(from https://themezinho.net/parada/index.html)
13:52:56	8961/8961	---M-Z	200	added ('OK')	text/html	etag:%222301-5810590c-0;gz%22	https://themezinho.net/parada/contact.html	G:/Work/Mivern/website1/themezinho.net/parada/contact.html	(from https://themezinho.net/parada/index.html)
13:52:56	4169/4169	---M--	200	added ('OK')	image/png	etag:%221049-58105939-0;;;%22	https://themezinho.net/parada/images/logo-dark.png	G:/Work/Mivern/website1/themezinho.net/parada/images/logo-dark.png	(from https://themezinho.net/parada/index.html)
13:52:57	167357/167357	---M--	200	added ('OK')	image/jpeg	etag:%2228dbd-5810592c-0;;;%22	https://themezinho.net/parada/images/hero1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/hero1.jpg	(from https://themezinho.net/parada/index.html)
13:52:57	10639/10639	---M--	200	added ('OK')	image/png	etag:%22298f-5810592f-0;;;%22	https://themezinho.net/parada/images/icon1.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon1.png	(from https://themezinho.net/parada/index.html)
13:52:57	32306/32306	---M--	200	added ('OK')	image/png	etag:%227e32-58105933-0;;;%22	https://themezinho.net/parada/images/icon2.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon2.png	(from https://themezinho.net/parada/index.html)
13:52:57	31204/31204	---M--	200	added ('OK')	image/png	etag:%2279e4-58105935-0;;;%22	https://themezinho.net/parada/images/icon3.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon3.png	(from https://themezinho.net/parada/index.html)
13:52:58	84997/84997	---M--	200	added ('OK')	image/jpeg	etag:%2214c05-58105954-0;;;%22	https://themezinho.net/parada/images/work5.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work5.jpg	(from https://themezinho.net/parada/index.html)
13:52:58	1770/1770	---M--	200	added ('OK')	image/png	etag:%226ea-58105944-0;;;%22	https://themezinho.net/parada/images/shape-gray-wave.png	G:/Work/Mivern/website1/themezinho.net/parada/images/shape-gray-wave.png	(from https://themezinho.net/parada/index.html)
13:52:59	466836/466836	---M--	200	added ('OK')	image/jpeg	etag:%2271f94-58105963-0;;;%22	https://themezinho.net/parada/images/work6.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work6.jpg	(from https://themezinho.net/parada/index.html)
13:52:59	160054/160054	---M--	200	added ('OK')	image/jpeg	etag:%2227136-58105959-0;;;%22	https://themezinho.net/parada/images/work7.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work7.jpg	(from https://themezinho.net/parada/index.html)
13:53:00	132862/132862	---M--	200	added ('OK')	image/jpeg	etag:%22206fe-58105941-0;;;%22	https://themezinho.net/parada/images/news2.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/news2.jpg	(from https://themezinho.net/parada/index.html)
13:53:00	136560/136560	---M--	200	added ('OK')	image/jpeg	etag:%2221570-58105944-0;;;%22	https://themezinho.net/parada/images/news1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/news1.jpg	(from https://themezinho.net/parada/index.html)
13:53:00	3992/3992	---M--	200	added ('OK')	image/jpeg	etag:%22f98-5810593b-0;;;%22	https://themezinho.net/parada/images/logo1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/logo1.jpg	(from https://themezinho.net/parada/index.html)
13:53:00	3278/3278	---M--	200	added ('OK')	image/jpeg	etag:%22cce-5810593b-0;;;%22	https://themezinho.net/parada/images/logo2.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/logo2.jpg	(from https://themezinho.net/parada/index.html)
13:53:00	135644/135644	---M--	200	added ('OK')	image/jpeg	etag:%22211dc-58105944-0;;;%22	https://themezinho.net/parada/images/news3.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/news3.jpg	(from https://themezinho.net/parada/index.html)
13:53:01	2913/2913	---M--	200	added ('OK')	image/jpeg	etag:%22b61-5810593d-0;;;%22	https://themezinho.net/parada/images/logo3.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/logo3.jpg	(from https://themezinho.net/parada/index.html)
13:53:01	3768/3768	---M--	200	added ('OK')	image/jpeg	etag:%22eb8-5810593d-0;;;%22	https://themezinho.net/parada/images/logo4.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/logo4.jpg	(from https://themezinho.net/parada/index.html)
13:53:01	10431/10431	---M--	200	added ('OK')	image/jpeg	etag:%2228bf-5810591f-0;;;%22	https://themezinho.net/parada/images/award1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/award1.jpg	(from https://themezinho.net/parada/index.html)
13:53:01	8550/8550	---M--	200	added ('OK')	image/jpeg	etag:%222166-58105920-0;;;%22	https://themezinho.net/parada/images/award2.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/award2.jpg	(from https://themezinho.net/parada/index.html)
13:53:01	9041/9041	---M--	200	added ('OK')	image/jpeg	etag:%222351-58105921-0;;;%22	https://themezinho.net/parada/images/award3.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/award3.jpg	(from https://themezinho.net/parada/index.html)
13:53:02	4108/4108	---M--	200	added ('OK')	image/png	etag:%22100c-58105939-0;;;%22	https://themezinho.net/parada/images/logo-light.png	G:/Work/Mivern/website1/themezinho.net/parada/images/logo-light.png	(from https://themezinho.net/parada/index.html)
13:53:02	97162/97162	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b8a-581082cd-0;gz%22	https://themezinho.net/parada/js/jquery.min.js	G:/Work/Mivern/website1/themezinho.net/parada/js/jquery.min.js	(from https://themezinho.net/parada/index.html)
13:53:02	36868/36868	---M-Z	200	added ('OK')	application/x-javascript	etag:%229004-581082cb-0;gz%22	https://themezinho.net/parada/js/bootstrap.min.js	G:/Work/Mivern/website1/themezinho.net/parada/js/bootstrap.min.js	(from https://themezinho.net/parada/index.html)
13:53:02	40847/40847	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f8f-581082cb-0;gz%22	https://themezinho.net/parada/js/isotope.min.js	G:/Work/Mivern/website1/themezinho.net/parada/js/isotope.min.js	(from https://themezinho.net/parada/index.html)
13:53:03	12597/12597	---M-Z	200	added ('OK')	application/x-javascript	etag:%223135-581082ce-0;gz%22	https://themezinho.net/parada/js/stellar.min.js	G:/Work/Mivern/website1/themezinho.net/parada/js/stellar.min.js	(from https://themezinho.net/parada/index.html)
13:53:03	48706/48706	---M-Z	200	added ('OK')	application/x-javascript	etag:%22be42-581082cc-0;gz%22	https://themezinho.net/parada/js/jquery.fancybox.js	G:/Work/Mivern/website1/themezinho.net/parada/js/jquery.fancybox.js	(from https://themezinho.net/parada/index.html)
13:53:03	13513/13513	---M-Z	200	added ('OK')	application/x-javascript	etag:%2234c9-581082ce-0;gz%22	https://themezinho.net/parada/js/wow.js	G:/Work/Mivern/website1/themezinho.net/parada/js/wow.js	(from https://themezinho.net/parada/index.html)
13:53:03	10257/10257	---M-Z	200	added ('OK')	application/x-javascript	etag:%222811-581082cd-0;gz%22	https://themezinho.net/parada/js/odometer.min.js	G:/Work/Mivern/website1/themezinho.net/parada/js/odometer.min.js	(from https://themezinho.net/parada/index.html)
13:53:04	2422/2422	---M-Z	200	added ('OK')	application/x-javascript	etag:%22976-5810c60c-0;gz%22	https://themezinho.net/parada/js/scripts.js	G:/Work/Mivern/website1/themezinho.net/parada/js/scripts.js	(from https://themezinho.net/parada/index.html)
13:53:04	4451712/4451712	---M--	200	added ('OK')	video/mp4	etag:%2243ed80-581059d6-0;;;%22	https://themezinho.net/parada/videos/video.mp4	G:/Work/Mivern/website1/themezinho.net/parada/videos/video.mp4	(from https://themezinho.net/parada/index.html)
13:53:04	104628/104628	---M-Z	200	added ('OK')	application/x-javascript	etag:%22198b4-58105970-0;gz%22	https://themezinho.net/parada/revolution/js/jquery.themepunch.tools.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/jquery.themepunch.tools.min.js	(from https://themezinho.net/parada/index.html)
13:53:04	54910/54910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d67e-5810596e-0;gz%22	https://themezinho.net/parada/revolution/js/jquery.themepunch.revolution.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/jquery.themepunch.revolution.min.js	(from https://themezinho.net/parada/index.html)
13:53:04	7496/7496	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d48-58105979-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.actions.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.actions.min.js	(from https://themezinho.net/parada/index.html)
13:53:05	7358/7358	---M-Z	200	added ('OK')	application/x-javascript	etag:%221cbe-5810597a-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.carousel.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://themezinho.net/parada/index.html)
13:53:05	3118/3118	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c2e-58105979-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.kenburn.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://themezinho.net/parada/index.html)
13:53:05	32025/32025	---M-Z	200	added ('OK')	application/x-javascript	etag:%227d19-5810597a-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.layeranimation.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://themezinho.net/parada/index.html)
13:53:05	6104/6104	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217d8-5810597a-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.migration.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.migration.min.js	(from https://themezinho.net/parada/index.html)
13:53:06	25783/25783	---M-Z	200	added ('OK')	application/x-javascript	etag:%2264b7-5810597b-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.navigation.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://themezinho.net/parada/index.html)
13:53:06	8933/8933	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222e5-5810597b-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.parallax.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://themezinho.net/parada/index.html)
13:53:06	28125/28125	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ddd-5810597b-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.slideanims.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://themezinho.net/parada/index.html)
13:53:06	23389/23389	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b5d-5810597c-0;gz%22	https://themezinho.net/parada/revolution/js/extensions/revolution.extension.video.min.js	G:/Work/Mivern/website1/themezinho.net/parada/revolution/js/extensions/revolution.extension.video.min.js	(from https://themezinho.net/parada/index.html)
13:53:07	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-58105977-0;;;%22	https://themezinho.net/parada/revolution/fonts/revicons/revicons.eot?5510888	G:/Work/Mivern/website1/themezinho.net/parada/revolution/fonts/revicons/revicons90c6.eot	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:07	7536/7536	---M--	200	added ('OK')	application/font-woff	etag:%221d70-58105978-0;;;%22	https://themezinho.net/parada/revolution/fonts/revicons/revicons.woff?5510888	G:/Work/Mivern/website1/themezinho.net/parada/revolution/fonts/revicons/revicons90c6.woff	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:08	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%222ec0-58105978-0;;;%22	https://themezinho.net/parada/revolution/fonts/revicons/revicons.ttf?5510888	G:/Work/Mivern/website1/themezinho.net/parada/revolution/fonts/revicons/revicons90c6.ttf	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:08	13532/13532	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234dc-58105977-0;gz%22	https://themezinho.net/parada/revolution/fonts/revicons/revicons.svg?5510888	G:/Work/Mivern/website1/themezinho.net/parada/revolution/fonts/revicons/revicons90c6.svg	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:08	326/326	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2026%20Oct%202016%2007:21:12%20GMT	https://themezinho.net/parada/revolution/css/openhand.cur	G:/Work/Mivern/website1/themezinho.net/parada/revolution/css/openhand.cur	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:08	326/326	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2026%20Oct%202016%2007:21:10%20GMT	https://themezinho.net/parada/revolution/css/closedhand.cur	G:/Work/Mivern/website1/themezinho.net/parada/revolution/css/closedhand.cur	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:10	31913/31913	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:10%20GMT	https://themezinho.net/parada/revolution/assets/gridtile.png	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/gridtile.png	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:11	31919/31919	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:12%20GMT	https://themezinho.net/parada/revolution/assets/gridtile_white.png	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/gridtile_white.png	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:12	31917/31917	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:13%20GMT	https://themezinho.net/parada/revolution/assets/gridtile_3x3.png	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/gridtile_3x3.png	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:13	31923/31923	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:14%20GMT	https://themezinho.net/parada/revolution/assets/gridtile_3x3_white.png	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/gridtile_3x3_white.png	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:14	31914/31914	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:15%20GMT	https://themezinho.net/parada/revolution/assets/coloredbg.png	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/coloredbg.png	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:16	31911/31911	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:16%20GMT	https://themezinho.net/parada/revolution/assets/loader.gif	G:/Work/Mivern/website1/themezinho.net/parada/revolution/assets/loader.gif	(from https://themezinho.net/parada/revolution/css/settings.css)
13:53:17	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-58105912-0;;;%22	https://themezinho.net/parada/fonts/fontawesome-webfont.eot?v=4.5.0	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfont3295.eot	(from https://themezinho.net/parada/css/fa.min.css)
13:53:18	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-58105912-0;;;%22	https://themezinho.net/parada/fonts/fontawesome-webfont.eot?	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfontd41d.eot	(from https://themezinho.net/parada/css/fa.min.css)
13:53:18	66624/66624	---M--	200	added ('OK')	application/font-woff2	etag:%2210440-5810591a-0;;;%22	https://themezinho.net/parada/fonts/fontawesome-webfont.woff2?v=4.5.0	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfont3295.woff2	(from https://themezinho.net/parada/css/fa.min.css)
13:53:19	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%2214684-58105919-0;;;%22	https://themezinho.net/parada/fonts/fontawesome-webfont.woff?v=4.5.0	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfont3295.woff	(from https://themezinho.net/parada/css/fa.min.css)
13:53:19	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	etag:%2222af8-58105918-0;;;%22	https://themezinho.net/parada/fonts/fontawesome-webfont.ttf?v=4.5.0	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfont3295.ttf	(from https://themezinho.net/parada/css/fa.min.css)
13:53:20	1362/1362	---M--	200	added ('OK')	image/png	etag:%22552-58105922-0;;;%22	https://themezinho.net/parada/images/fancybox_sprite.png	G:/Work/Mivern/website1/themezinho.net/parada/images/fancybox_sprite.png	(from https://themezinho.net/parada/css/jquery.fancybox.css)
13:53:20	365616/365616	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259430-58105916-0;gz%22	https://themezinho.net/parada/fonts/fontawesome-webfont.svg?v=4.5.0	G:/Work/Mivern/website1/themezinho.net/parada/fonts/fontawesome-webfont3295.svg	(from https://themezinho.net/parada/css/fa.min.css)
13:53:21	31906/31906	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:22%20GMT	https://themezinho.net/parada/css/fancybox_loading.gif	G:/Work/Mivern/website1/themezinho.net/parada/css/fancybox_loading.gif	(from https://themezinho.net/parada/css/jquery.fancybox.css)
13:53:22	31895/31895	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:23%20GMT	https://themezinho.net/parada/css/blank.gif	G:/Work/Mivern/website1/themezinho.net/parada/css/blank.gif	(from https://themezinho.net/parada/css/jquery.fancybox.css)
13:53:22	6553/6553	---M--	200	added ('OK')	image/png	etag:%221999-58105923-0;;;%22	https://themezinho.net/parada/images/fancybox_sprite@2x.png	G:/Work/Mivern/website1/themezinho.net/parada/images/fancybox_sprite@2x.png	(from https://themezinho.net/parada/css/jquery.fancybox.css)
13:53:23	31909/31909	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:24%20GMT	https://themezinho.net/parada/css/fancybox_loading@2x.gif	G:/Work/Mivern/website1/themezinho.net/parada/css/fancybox_loading@2x.gif	(from https://themezinho.net/parada/css/jquery.fancybox.css)
13:53:25	31920/31920	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:26%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.eot	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regular.eot	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:26	31920/31920	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:27%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.eot?	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regulard41d.eot	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:28	31922/31922	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:28%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.woff2	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regular.woff2	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:29	31921/31921	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:30%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.woff	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regular.woff	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:31	31920/31920	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:32%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.ttf	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regular.ttf	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:32	31920/31920	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:33%20GMT	https://themezinho.net/parada/fonts/glyphicons-halflings-regular.svg	G:/Work/Mivern/website1/themezinho.net/parada/fonts/glyphicons-halflings-regular.svg	(from https://themezinho.net/parada/css/bootstrap.min.css)
13:53:33	245657/245657	---M--	200	added ('OK')	image/gif	etag:%223bf99-58105948-0;;;%22	https://themezinho.net/parada/images/preloader.gif	G:/Work/Mivern/website1/themezinho.net/parada/images/preloader.gif	(from https://themezinho.net/parada/css/style.css)
13:53:34	84691/84691	---M--	200	added ('OK')	image/jpeg	etag:%2214ad3-58105951-0;;;%22	https://themezinho.net/parada/images/work2.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work2.jpg	(from https://themezinho.net/parada/parada.html)
13:53:35	10493/10493	---M--	200	added ('OK')	image/png	etag:%2228fd-5810592e-0;;;%22	https://themezinho.net/parada/images/icon-trophy.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon-trophy.png	(from https://themezinho.net/parada/parada.html)
13:53:35	43403/43403	---M--	200	added ('OK')	image/jpeg	etag:%22a98b-58105949-0;;;%22	https://themezinho.net/parada/images/team1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/team1.jpg	(from https://themezinho.net/parada/parada.html)
13:53:35	33849/33849	---M--	200	added ('OK')	image/jpeg	etag:%228439-5810594b-0;;;%22	https://themezinho.net/parada/images/team3.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/team3.jpg	(from https://themezinho.net/parada/parada.html)
13:53:36	43388/43388	---M--	200	added ('OK')	image/jpeg	etag:%22a97c-5810594b-0;;;%22	https://themezinho.net/parada/images/team2.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/team2.jpg	(from https://themezinho.net/parada/parada.html)
13:53:36	1480266/1480266	---M--	200	added ('OK')	image/gif	etag:%2216964a-58105939-0;;;%22	https://themezinho.net/parada/images/animation1.gif	G:/Work/Mivern/website1/themezinho.net/parada/images/animation1.gif	(from https://themezinho.net/parada/parada.html)
